name,x,y,z,theta_rad1,theta_rad2,theta_rad3,n
2011_09_26_drive_0001_sync_0000000094,0.17,-0.14,-0.11,0,-7.48,6.57,5
2011_09_26_drive_0001_sync_0000000035,0,0,0,0,0,-9.01,1
2011_09_26_drive_0001_sync_0000000050,-0.12,0.19,0,7.44,9.72,-6.04,5
2011_09_26_drive_0001_sync_0000000100,0.16,-0.17,0.11,-6.99,6.39,-8.22,6
2011_09_26_drive_0001_sync_0000000041,0,0,0,0,-5.11,0,1
2011_09_26_drive_0001_sync_0000000084,0,0,0.14,0,0,0,1
2011_09_26_drive_0001_sync_0000000042,-0.13,-0.16,0,8.14,6.92,-8.56,5
2011_09_26_drive_0001_sync_0000000037,0,0.2,0.14,0,0,6.46,3
2011_09_26_drive_0001_sync_0000000022,-0.19,0,0.12,9.03,-6.85,-9.91,5
2011_09_26_drive_0001_sync_0000000015,0,-0.15,-0.11,5.76,8.27,-8.49,5
2011_09_26_drive_0001_sync_0000000087,0,0,-0.11,0,-9.98,9.4,3
2011_09_26_drive_0001_sync_0000000043,-0.14,0,-0.12,7.13,9.88,6.28,5
2011_09_26_drive_0001_sync_0000000045,0.18,-0.1,0.17,5.34,0,-5.29,5
2011_09_26_drive_0001_sync_0000000056,0,-0.1,0,0,0,0,1
2011_09_26_drive_0001_sync_0000000006,0.18,0.19,0,-8.28,-7.46,-9.62,5
2011_09_26_drive_0001_sync_0000000020,-0.13,0.17,0.12,9.9,9.5,-5.5,6
2011_09_26_drive_0001_sync_0000000038,0,0,0,-8.93,-8.72,0,2
2011_09_26_drive_0001_sync_0000000070,0.11,0,-0.13,0,0,0,2
2011_09_26_drive_0001_sync_0000000075,0.11,0.11,0.19,8.75,9.58,9.92,6
2011_09_26_drive_0001_sync_0000000047,0.14,0,-0.12,8.91,0,8.55,4
2011_09_26_drive_0001_sync_0000000065,0.14,-0.19,0.12,-7.25,8.14,5.6,6
2011_09_26_drive_0001_sync_0000000012,0,-0.16,0.16,-5.01,-6.57,-6.69,5
2011_09_26_drive_0001_sync_0000000071,0,0,0,0,8.39,-6.71,2
2011_09_26_drive_0001_sync_0000000013,0,0,0,0,-6.28,7.39,2
2011_09_26_drive_0001_sync_0000000019,0.16,0,0,0,0,-5.1,2
2011_09_26_drive_0001_sync_0000000039,0,0,0,9.18,0,0,1
2011_09_26_drive_0001_sync_0000000059,0,0,0,0,0,6.52,1
2011_09_26_drive_0001_sync_0000000027,0.11,0,-0.12,0,6.45,8.56,4
2011_09_26_drive_0001_sync_0000000104,0.13,0.17,0,-7.15,-9.93,8.68,5
2011_09_26_drive_0001_sync_0000000082,0,-0.13,0.15,0,5.42,0,3
2011_09_26_drive_0001_sync_0000000060,0,0,-0.13,0,0,0,1
2011_09_26_drive_0001_sync_0000000086,0,0.1,0,7.84,-7.99,-5.4,4
2011_09_26_drive_0001_sync_0000000007,-0.18,0,0.19,0,0,0,2
2011_09_26_drive_0001_sync_0000000102,0.14,0.2,0.13,9.02,7.77,-9.6,6
2011_09_26_drive_0001_sync_0000000011,0.15,0.13,0.12,0,9.4,0,4
2011_09_26_drive_0001_sync_0000000088,0.13,-0.16,0,8.7,8.0,7.02,5
2011_09_26_drive_0001_sync_0000000076,0,-0.16,0,0,0,6.44,2
2011_09_26_drive_0001_sync_0000000093,0,0.18,0.18,-7.61,6.26,0,4
2011_09_26_drive_0001_sync_0000000062,-0.14,-0.12,0.16,7.16,-8.31,6.17,6
2011_09_26_drive_0001_sync_0000000106,0,-0.19,0,0,0,0,1
2011_09_26_drive_0001_sync_0000000080,0,0.14,-0.13,6.99,-9.8,8.55,5
2011_09_26_drive_0001_sync_0000000032,0,0,0,-7.15,0,0,1
2011_09_26_drive_0001_sync_0000000026,0,0.13,0,0,0,-9.34,2
2011_09_26_drive_0001_sync_0000000023,0.19,0,0,9.45,-8.52,7.97,4
2011_09_26_drive_0001_sync_0000000091,-0.11,0.15,-0.11,-9.49,0,5.77,5
2011_09_26_drive_0001_sync_0000000005,0,0,-0.14,0,0,0,1
2011_09_26_drive_0001_sync_0000000018,0.16,0,0,-8.16,0,0,2
2011_09_26_drive_0001_sync_0000000101,0,0,0,9.82,0,0,1
2011_09_26_drive_0001_sync_0000000081,0,0.17,0.17,0,0,0,2
2011_09_26_drive_0001_sync_0000000073,-0.16,0.17,0.19,-8.25,-8.66,5.28,6
2011_09_26_drive_0001_sync_0000000098,0.1,-0.11,0,0,0,0,2
2011_09_26_drive_0001_sync_0000000085,-0.19,-0.11,-0.17,8.0,0,-6.31,5
2011_09_26_drive_0001_sync_0000000051,-0.16,-0.17,0.17,0,7.51,0,4
2011_09_26_drive_0001_sync_0000000068,-0.16,0.17,-0.2,0,-7.58,5.82,5
2011_09_26_drive_0001_sync_0000000025,-0.2,0.17,0.17,0,0,0,3
2011_09_26_drive_0001_sync_0000000024,0,0.12,-0.2,-8.73,0,-6.35,4
2011_09_26_drive_0001_sync_0000000030,0,0,0,0,0,-10.0,1
2011_09_26_drive_0001_sync_0000000058,-0.19,0.19,-0.1,0,6.05,-9.35,5
2011_09_26_drive_0001_sync_0000000002,0.2,-0.18,0,5.21,5.1,-5.63,5
2011_09_26_drive_0001_sync_0000000072,-0.19,0.19,-0.16,9.79,0,8.79,5
2011_09_26_drive_0001_sync_0000000001,0.12,-0.16,0.19,0,6.95,0,4
2011_09_26_drive_0001_sync_0000000008,0,0,-0.15,0,0,0,1
2011_09_26_drive_0001_sync_0000000057,0,0,0,0,-9.16,0,1
2011_09_26_drive_0001_sync_0000000009,-0.19,-0.16,0.2,7.54,-6.23,9.21,6
2011_09_26_drive_0001_sync_0000000078,-0.14,0.16,0.15,7.37,0,9.89,5
2011_09_26_drive_0001_sync_0000000004,0,0,0,0,-9.72,-9.92,2
2011_09_26_drive_0001_sync_0000000014,0,-0.18,0.18,-6.84,-6.43,7.43,5
2011_09_26_drive_0001_sync_0000000021,0,-0.19,0.13,0,0,9.16,3
2011_09_26_drive_0001_sync_0000000107,-0.11,0.13,-0.15,-8.62,-9.67,-6.29,6
2011_09_26_drive_0001_sync_0000000028,-0.12,0,0.16,-8.3,0,8.17,4
2011_09_26_drive_0001_sync_0000000053,-0.15,0.11,0.12,0,5.34,9.42,5
2011_09_26_drive_0001_sync_0000000063,-0.13,0,-0.1,-6.32,-5.09,6.99,5
2011_09_26_drive_0001_sync_0000000067,0,0,0,0,0,7.97,1
2011_09_26_drive_0001_sync_0000000097,0.14,0,0,0,-8.44,0,2
2011_09_26_drive_0001_sync_0000000033,0,0,0,9.12,0,0,1
2011_09_26_drive_0001_sync_0000000031,-0.19,0,0.15,-7.93,0,-8.04,4
2011_09_26_drive_0001_sync_0000000064,-0.2,0,0,5.09,-6.18,-7.42,4
2011_09_26_drive_0001_sync_0000000003,0,-0.15,0,0,-8.13,5.67,3
2011_09_26_drive_0001_sync_0000000089,0.17,-0.12,0.13,-8.4,0,8.83,5
2011_09_26_drive_0001_sync_0000000061,0.11,0,-0.17,0,-7.42,-9.27,4
2011_09_26_drive_0001_sync_0000000046,0.17,-0.11,0.19,7.27,-6.96,9.53,6
2011_09_26_drive_0001_sync_0000000096,0,0.13,0,0,-6.24,-9.33,3
2011_09_26_drive_0001_sync_0000000000,-0.16,0.18,0.2,9.24,-8.81,-9.79,6
2011_09_26_drive_0002_sync_0000000048,0,0,0,0,7.34,0,1
2011_09_26_drive_0002_sync_0000000069,0.13,-0.16,0.19,9.7,0,-6.04,5
2011_09_26_drive_0002_sync_0000000010,0,0,0,0,0,6.07,1
2011_09_26_drive_0002_sync_0000000029,0.13,0.13,0.16,-9.77,5.4,0,5
2011_09_26_drive_0002_sync_0000000074,0,0.15,-0.1,6.73,8.73,5.1,5
2011_09_26_drive_0002_sync_0000000040,0,-0.13,0,-7.85,5.36,0,3
2011_09_26_drive_0002_sync_0000000017,0,0,0,0,0,9.21,1
2011_09_26_drive_0002_sync_0000000052,0.17,-0.11,-0.13,-8.05,8.38,-6.55,6
2011_09_26_drive_0002_sync_0000000044,0,-0.12,0,0,0,0,1
2011_09_26_drive_0002_sync_0000000034,0,-0.15,0,0,-7.02,0,2
2011_09_26_drive_0002_sync_0000000049,-0.14,0.14,-0.14,5.17,-7.72,-9.42,6
2011_09_26_drive_0002_sync_0000000054,-0.14,-0.17,0,9.18,0,0,3
2011_09_26_drive_0002_sync_0000000016,-0.13,0.18,0,7.23,0,-7.55,4
2011_09_26_drive_0002_sync_0000000055,0.12,0,0,0,0,0,1
2011_09_26_drive_0002_sync_0000000036,0,0,0,0,0,-7.64,1
2011_09_26_drive_0002_sync_0000000066,0,0,-0.19,9.29,5.24,-8.71,4
2011_09_26_drive_0002_sync_0000000035,-0.19,-0.11,0,0,0,0,2
2011_09_26_drive_0002_sync_0000000050,-0.1,0.1,0,-5.88,-6.09,9.4,5
2011_09_26_drive_0002_sync_0000000041,0.18,-0.14,0,7.34,-5.37,9.13,5
2011_09_26_drive_0002_sync_0000000042,0.11,0,0,0,0,9.41,2
2011_09_26_drive_0002_sync_0000000037,0,0,-0.1,0,0,0,1
2011_09_26_drive_0002_sync_0000000022,0,0,0,6.66,0,0,1
2011_09_26_drive_0002_sync_0000000015,-0.15,0,0,-9.43,0,0,2
2011_09_26_drive_0002_sync_0000000043,-0.12,-0.1,-0.17,-8.99,5.85,-8.41,6
2011_09_26_drive_0002_sync_0000000045,-0.18,-0.13,-0.19,7.87,-7.02,7.94,6
2011_09_26_drive_0002_sync_0000000056,0.13,0,0.18,5.11,-9.04,-5.39,5
2011_09_26_drive_0002_sync_0000000006,-0.19,0,0.15,-6.02,-9.6,8.65,5
2011_09_26_drive_0002_sync_0000000020,0,0,0,8.31,-6.53,6.5,3
2011_09_26_drive_0002_sync_0000000038,0,0,0,-7.98,0,7.74,2
2011_09_26_drive_0002_sync_0000000070,0.17,0,0.16,0,6.38,6.93,4
2011_09_26_drive_0002_sync_0000000075,0.11,0.19,-0.14,0,0,-6.35,4
2011_09_26_drive_0002_sync_0000000047,0.14,0.13,0,0,-5.33,8.49,4
2011_09_26_drive_0002_sync_0000000065,-0.11,0,0.13,0,-8.57,0,3
2011_09_26_drive_0002_sync_0000000012,0,-0.15,-0.19,-6.56,0,-8.63,4
2011_09_26_drive_0002_sync_0000000071,0,-0.15,0,9.52,-7.85,5.89,4
2011_09_26_drive_0002_sync_0000000013,-0.12,0.19,0,-8.4,-7.58,0,4
2011_09_26_drive_0002_sync_0000000019,0.19,-0.17,0.13,-9.78,5.26,-9.11,6
2011_09_26_drive_0002_sync_0000000039,0,0.13,0.13,-5.9,9.51,-9.59,5
2011_09_26_drive_0002_sync_0000000059,-0.15,-0.13,-0.15,9.85,0,6.28,5
2011_09_26_drive_0002_sync_0000000027,-0.18,-0.2,0.16,-8.22,6.94,8.78,6
2011_09_26_drive_0002_sync_0000000060,0,0,0,0,0,-5.42,1
2011_09_26_drive_0002_sync_0000000007,0,0.16,-0.19,7.16,-7.7,5.91,5
2011_09_26_drive_0002_sync_0000000011,0,0,0,0,6.58,0,1
2011_09_26_drive_0002_sync_0000000076,-0.1,0.14,0.16,9.24,-9.23,-8.23,6
2011_09_26_drive_0002_sync_0000000062,0,0,-0.16,0,5.44,0,2
2011_09_26_drive_0002_sync_0000000032,0.19,-0.19,0.17,5.72,-5.33,0,5
2011_09_26_drive_0002_sync_0000000026,-0.12,0.12,0.16,9.43,6.89,8.44,6
2011_09_26_drive_0002_sync_0000000023,0.19,0.16,-0.13,0,-7.42,7.41,5
2011_09_26_drive_0002_sync_0000000005,-0.13,0.13,-0.13,-9.39,0,-5.17,5
2011_09_26_drive_0002_sync_0000000018,0,-0.16,0.12,0,0,6.38,3
2011_09_26_drive_0002_sync_0000000073,-0.11,0,0,0,0,0,1
2011_09_26_drive_0002_sync_0000000051,0,0.2,-0.16,0,-9.01,-7.59,4
2011_09_26_drive_0002_sync_0000000068,0.11,0.11,-0.13,5.27,8.8,6.9,6
2011_09_26_drive_0002_sync_0000000025,-0.12,-0.13,-0.17,0,-8.72,8.29,5
2011_09_26_drive_0002_sync_0000000024,0,0,-0.18,0,0,0,1
2011_09_26_drive_0002_sync_0000000030,0,0.19,0.16,0,0,0,2
2011_09_26_drive_0002_sync_0000000058,0,0,0,0,0,6.58,1
2011_09_26_drive_0002_sync_0000000002,0,-0.14,0,0,0,0,1
2011_09_26_drive_0002_sync_0000000072,0.18,0.18,-0.18,-7.96,0,0,4
2011_09_26_drive_0002_sync_0000000001,0,0.16,0,0,6.94,0,2
2011_09_26_drive_0002_sync_0000000008,-0.19,0,0,0,-7.16,0,2
2011_09_26_drive_0002_sync_0000000057,0.15,-0.15,0,-6.32,0,7.32,4
2011_09_26_drive_0002_sync_0000000009,0,0,0.17,0,0,0,1
2011_09_26_drive_0002_sync_0000000004,-0.1,-0.14,0.18,6.35,6.2,0,5
2011_09_26_drive_0002_sync_0000000014,-0.18,0,0,0,0,0,1
2011_09_26_drive_0002_sync_0000000021,0,0.11,-0.12,7.39,8.91,-8.73,5
2011_09_26_drive_0002_sync_0000000028,0,-0.2,0,8.48,0,-9.98,3
2011_09_26_drive_0002_sync_0000000053,0,0,0.11,6.9,-7.12,5.51,4
2011_09_26_drive_0002_sync_0000000063,0,0,-0.19,8.42,0,-8.1,3
2011_09_26_drive_0002_sync_0000000067,0,-0.19,-0.18,7.25,-6.99,8.66,5
2011_09_26_drive_0002_sync_0000000033,0.16,0.18,-0.12,-9.7,0,-7.8,5
2011_09_26_drive_0002_sync_0000000031,0.14,0.17,-0.12,-8.86,0,-8.23,5
2011_09_26_drive_0002_sync_0000000064,-0.13,0.19,0,0,0,-9.4,3
2011_09_26_drive_0002_sync_0000000003,0.13,0.14,0.11,0,-9.57,0,4
2011_09_26_drive_0002_sync_0000000061,0,0,0,-7.16,9.17,0,2
2011_09_26_drive_0002_sync_0000000046,-0.13,0.12,0,0,0,0,2
2011_09_26_drive_0002_sync_0000000000,0,0,0.14,8.31,0,0,2
2011_09_26_drive_0005_sync_0000000048,0.15,-0.19,0.11,-7.72,-6.47,-5.55,6
2011_09_26_drive_0005_sync_0000000143,0,0,0,5.73,-5.22,-5.82,3
2011_09_26_drive_0005_sync_0000000069,-0.13,-0.19,0.17,6.86,-6.15,0,5
2011_09_26_drive_0005_sync_0000000099,-0.19,-0.14,0.14,-5.36,0,0,4
2011_09_26_drive_0005_sync_0000000010,0,0,0,-5.33,-9.31,-5.1,3
2011_09_26_drive_0005_sync_0000000138,0.17,0.17,-0.17,-5.89,7.08,7.12,6
2011_09_26_drive_0005_sync_0000000153,0.16,0,0.18,-5.72,-7.75,6.38,5
2011_09_26_drive_0005_sync_0000000029,0,0,0,0,0,9.39,1
2011_09_26_drive_0005_sync_0000000135,0,0,0.1,0,-5.63,-9.84,3
2011_09_26_drive_0005_sync_0000000079,0,0.11,0,-5.99,-7.99,0,3
2011_09_26_drive_0005_sync_0000000074,-0.18,0.16,-0.13,-7.9,-5.91,0,5
2011_09_26_drive_0005_sync_0000000128,0.15,-0.15,0,0,-8.66,-8.4,4
2011_09_26_drive_0005_sync_0000000121,0,0,0,-7.54,0,0,1
2011_09_26_drive_0005_sync_0000000040,0,0,-0.16,-7.54,0,-8.6,3
2011_09_26_drive_0005_sync_0000000125,-0.16,0.14,-0.1,9.68,9.41,-6.73,6
2011_09_26_drive_0005_sync_0000000090,-0.17,0.17,0.15,-6.81,7.55,6.83,6
2011_09_26_drive_0005_sync_0000000017,-0.18,0,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000148,0.12,0,0,-5.04,6.79,0,3
2011_09_26_drive_0005_sync_0000000144,0.17,-0.11,0.13,-7.99,5.47,7.76,6
2011_09_26_drive_0005_sync_0000000095,0,0,0,-7.54,9.34,-6.42,3
2011_09_26_drive_0005_sync_0000000126,-0.1,0.18,0,0,0,9.61,3
2011_09_26_drive_0005_sync_0000000145,0,0,0.19,9.44,-5.79,-7.5,4
2011_09_26_drive_0005_sync_0000000113,0,0,-0.15,-7.01,-7.22,9.72,4
2011_09_26_drive_0005_sync_0000000092,0.11,0.14,-0.13,5.05,7.61,-7.9,6
2011_09_26_drive_0005_sync_0000000103,0,0,0.19,0,0,0,1
2011_09_26_drive_0005_sync_0000000052,0,-0.19,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000137,0.19,0.14,0.1,-5.84,-8.54,-8.16,6
2011_09_26_drive_0005_sync_0000000117,0,0.16,0,0,0,-7.96,2
2011_09_26_drive_0005_sync_0000000142,0.15,0.11,0.11,6.8,5.37,-6.28,6
2011_09_26_drive_0005_sync_0000000044,-0.16,-0.13,0.1,7.11,7.69,-8.36,6
2011_09_26_drive_0005_sync_0000000083,0,0.18,-0.11,-8.68,9.69,8.21,5
2011_09_26_drive_0005_sync_0000000034,0,0,0,0,-7.14,0,1
2011_09_26_drive_0005_sync_0000000123,0,0.13,0.17,0,-5.25,6.51,4
2011_09_26_drive_0005_sync_0000000129,0,0,0.18,0,0,0,1
2011_09_26_drive_0005_sync_0000000049,-0.19,0.11,-0.17,0,0,0,3
2011_09_26_drive_0005_sync_0000000077,0,0.11,0.11,-8.1,7.38,6.83,5
2011_09_26_drive_0005_sync_0000000054,0,0,-0.14,0,0,5.98,2
2011_09_26_drive_0005_sync_0000000152,0.13,0,0,0,0,7.1,2
2011_09_26_drive_0005_sync_0000000130,0.17,0,0.11,0,0,0,2
2011_09_26_drive_0005_sync_0000000016,0,0.18,0,0,7.04,0,2
2011_09_26_drive_0005_sync_0000000105,0,0,0,-8.68,6.16,0,2
2011_09_26_drive_0005_sync_0000000055,0.2,0.11,-0.14,-7.26,8.48,7.49,6
2011_09_26_drive_0005_sync_0000000134,0,0,0.12,0,0,-7.93,2
2011_09_26_drive_0005_sync_0000000036,0.17,-0.18,-0.19,-9.49,-7.06,0,5
2011_09_26_drive_0005_sync_0000000066,0.16,-0.13,0.19,8.52,0,5.0,5
2011_09_26_drive_0005_sync_0000000094,0,0,0,0,7.42,-7.59,2
2011_09_26_drive_0005_sync_0000000035,-0.18,0,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000050,0.16,-0.17,-0.19,-5.75,-6.54,-6.82,6
2011_09_26_drive_0005_sync_0000000100,0.11,0.15,0,-9.46,-6.21,0,4
2011_09_26_drive_0005_sync_0000000149,0,0,0,0,-6.73,0,1
2011_09_26_drive_0005_sync_0000000136,0,0,0,0,-9.07,0,1
2011_09_26_drive_0005_sync_0000000041,0,0,0,-5.84,0,5.05,2
2011_09_26_drive_0005_sync_0000000141,0.19,0.15,0.18,-7.22,-5.89,5.38,6
2011_09_26_drive_0005_sync_0000000084,0.13,0.17,0.19,0,6.55,-6.41,5
2011_09_26_drive_0005_sync_0000000042,0,0,-0.18,0,0,8.84,2
2011_09_26_drive_0005_sync_0000000037,0.19,-0.2,0.2,8.13,-5.32,-5.04,6
2011_09_26_drive_0005_sync_0000000022,-0.17,0,0,0,0,5.54,2
2011_09_26_drive_0005_sync_0000000108,-0.14,0.13,-0.18,0,0,8.65,4
2011_09_26_drive_0005_sync_0000000015,0.18,0.2,0,0,0,0,2
2011_09_26_drive_0005_sync_0000000110,0,0,0,0,-9.54,0,1
2011_09_26_drive_0005_sync_0000000087,-0.11,0,0,7.31,-6.24,7.13,4
2011_09_26_drive_0005_sync_0000000043,-0.16,-0.2,0.16,0,6.99,-5.58,5
2011_09_26_drive_0005_sync_0000000045,0.11,0.18,0,5.18,0,5.41,4
2011_09_26_drive_0005_sync_0000000056,-0.11,-0.12,0.12,-7.94,7.84,-9.56,6
2011_09_26_drive_0005_sync_0000000006,0,-0.15,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000020,0.18,0,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000133,-0.16,-0.17,-0.17,6.48,5.72,8.3,6
2011_09_26_drive_0005_sync_0000000132,0.18,-0.18,-0.13,-8.06,8.66,-6.24,6
2011_09_26_drive_0005_sync_0000000122,0,-0.11,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000038,-0.12,-0.18,-0.12,-5.39,6.41,-9.53,6
2011_09_26_drive_0005_sync_0000000070,0.13,0,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000075,-0.14,-0.19,-0.16,9.31,0,0,4
2011_09_26_drive_0005_sync_0000000047,0,0,-0.19,8.95,0,-9.55,3
2011_09_26_drive_0005_sync_0000000065,-0.18,-0.13,0.12,-7.85,-6.02,-9.1,6
2011_09_26_drive_0005_sync_0000000012,-0.13,-0.15,0,5.73,-9.57,-6.83,5
2011_09_26_drive_0005_sync_0000000071,-0.14,0,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000013,0,-0.16,0.15,-9.25,0,7.72,4
2011_09_26_drive_0005_sync_0000000019,0.13,0.13,-0.19,6.37,0,-9.12,5
2011_09_26_drive_0005_sync_0000000039,0,0,0,0,7.19,0,1
2011_09_26_drive_0005_sync_0000000131,-0.14,0.15,-0.17,-5.68,-5.7,5.16,6
2011_09_26_drive_0005_sync_0000000059,0,0.16,0,0,7.63,9.07,3
2011_09_26_drive_0005_sync_0000000027,0,0,0,9.28,-6.16,5.47,3
2011_09_26_drive_0005_sync_0000000104,-0.12,-0.11,0.12,5.67,-6.03,-5.68,6
2011_09_26_drive_0005_sync_0000000151,-0.14,-0.1,0.18,8.39,-9.07,0,5
2011_09_26_drive_0005_sync_0000000082,0.15,0.18,0.11,6.72,0,0,4
2011_09_26_drive_0005_sync_0000000060,0,0.16,0.17,8.94,-5.15,7.19,5
2011_09_26_drive_0005_sync_0000000147,0.13,0,-0.12,0,5.91,0,3
2011_09_26_drive_0005_sync_0000000086,0.13,-0.14,0.14,8.7,-5.69,6.87,6
2011_09_26_drive_0005_sync_0000000116,-0.12,0.11,-0.11,0,-5.09,0,4
2011_09_26_drive_0005_sync_0000000007,0.11,-0.16,0.2,-8.68,-7.89,-9.61,6
2011_09_26_drive_0005_sync_0000000102,-0.15,-0.17,0.2,-8.48,6.51,-7.96,6
2011_09_26_drive_0005_sync_0000000120,0.12,0,-0.13,5.81,-5.76,8.33,5
2011_09_26_drive_0005_sync_0000000011,0,0,-0.1,9.78,0,8.53,3
2011_09_26_drive_0005_sync_0000000088,-0.19,0,-0.12,-8.13,0,0,3
2011_09_26_drive_0005_sync_0000000076,0,0.19,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000093,-0.12,-0.11,-0.13,5.46,-9.07,-7.53,6
2011_09_26_drive_0005_sync_0000000062,0,-0.14,0,-7.82,0,0,2
2011_09_26_drive_0005_sync_0000000106,0,-0.16,0,0,0,0,1
2011_09_26_drive_0005_sync_0000000080,-0.1,0,0.18,0,0,0,2
2011_09_26_drive_0005_sync_0000000032,0.15,0.19,0,-8.65,5.52,6.81,5
2011_09_26_drive_0005_sync_0000000026,0.2,-0.2,0.16,0,9.38,0,4
2011_09_26_drive_0005_sync_0000000023,-0.11,0,0.14,-6.33,7.91,-7.17,5
2011_09_26_drive_0005_sync_0000000091,0.11,0.12,0,0,0,0,2
2011_09_26_drive_0005_sync_0000000005,-0.14,0.11,0.17,5.14,-5.61,5.72,6
2011_09_26_drive_0005_sync_0000000018,-0.19,0.19,0,0,0,0,2
2011_09_26_drive_0005_sync_0000000109,0,0,-0.19,0,0,-9.92,2
2011_09_26_drive_0005_sync_0000000101,-0.12,0,0,0,-7.92,0,2
2011_09_26_drive_0005_sync_0000000081,0,-0.19,0,0,-7.08,0,2
2011_09_26_drive_0005_sync_0000000073,-0.18,-0.19,0,-5.58,-8.82,0,4
2011_09_26_drive_0005_sync_0000000140,-0.12,0.13,-0.13,-8.25,-9.96,5.92,6
2011_09_26_drive_0005_sync_0000000098,0.17,0,0.13,0,0,-5.94,3
2011_09_26_drive_0005_sync_0000000085,0,-0.14,-0.11,8.02,0,-7.45,4
2011_09_26_drive_0005_sync_0000000051,-0.17,0,0,-5.54,-7.89,0,3
2011_09_26_drive_0005_sync_0000000068,-0.1,0,0.11,8.53,6.81,-7.95,5
2011_09_26_drive_0005_sync_0000000025,-0.14,0,0,5.67,0,0,2
2011_09_26_drive_0005_sync_0000000024,-0.16,0.18,-0.18,-7.4,-8.94,7.76,6
2011_09_26_drive_0005_sync_0000000030,0,-0.17,0,-6.28,-5.82,5.75,4
2011_09_26_drive_0005_sync_0000000112,0.19,-0.15,0.18,6.35,9.46,-6.47,6
2011_09_26_drive_0005_sync_0000000058,-0.13,-0.17,0,-9.97,-7.3,7.36,5
2011_09_26_drive_0005_sync_0000000150,0,-0.18,0.12,-7.27,7.88,-8.93,5
2011_09_26_drive_0005_sync_0000000002,0,0,0,0,6.08,0,1
2011_09_26_drive_0005_sync_0000000118,-0.14,0,0,0,0,6.09,2
2011_09_26_drive_0005_sync_0000000072,0,-0.12,0,9.6,-9.16,8.79,4
2011_09_26_drive_0005_sync_0000000146,0,0,0.12,0,0,0,1
2011_09_26_drive_0005_sync_0000000114,0.18,0,-0.18,0,0,0,2
2011_09_26_drive_0005_sync_0000000001,0,0,0,9.2,0,0,1
2011_09_26_drive_0005_sync_0000000119,-0.19,0,0.18,0,0,0,2
2011_09_26_drive_0005_sync_0000000124,0.15,0,0,-8.07,0,-5.0,3
2011_09_26_drive_0005_sync_0000000008,-0.12,0,0,0,-9.57,0,2
2011_09_26_drive_0005_sync_0000000057,0,0.14,-0.16,9.44,0,5.81,4
2011_09_26_drive_0005_sync_0000000009,0.16,0.2,0,0,9.93,-6.01,4
2011_09_26_drive_0005_sync_0000000078,0.13,0,0,0,0,9.42,2
2011_09_26_drive_0005_sync_0000000004,-0.15,0.12,0.12,8.52,0,0,4
