name,x,y,z,theta_rad1,theta_rad2,theta_rad3,n
2011_09_26_drive_0009_sync_0000000173,0,0.01,0,0.05,0,0,2
2011_09_26_drive_0009_sync_0000000153,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000231,0,0.0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000029,-0.0,0,0,-0.23,0.18,-0.09,4
2011_09_26_drive_0009_sync_0000000135,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000246,0,0,0,0,0,0.18,1
2011_09_26_drive_0009_sync_0000000176,-0.01,-0.01,-0.01,-0.33,0.32,0.29,6
2011_09_26_drive_0009_sync_0000000269,0,0,0,0,0,0.4,1
2011_09_26_drive_0009_sync_0000000397,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000079,0.0,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000362,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000332,0,0,0.0,0.24,0,-0.04,3
2011_09_26_drive_0009_sync_0000000074,0,0,-0.0,0,-0.23,-0.42,3
2011_09_26_drive_0009_sync_0000000228,0,0,0,0.16,-0.27,0,2
2011_09_26_drive_0009_sync_0000000385,0.01,0,0.01,0,0.11,-0.01,4
2011_09_26_drive_0009_sync_0000000128,-0.0,-0.0,0.01,0,-0.35,-0.19,5
2011_09_26_drive_0009_sync_0000000121,-0.01,-0.0,0.0,-0.01,0,-0.34,5
2011_09_26_drive_0009_sync_0000000420,-0.01,-0.0,-0.01,-0.21,0,-0.12,5
2011_09_26_drive_0009_sync_0000000040,0.0,-0.0,0.0,0,0.14,0,4
2011_09_26_drive_0009_sync_0000000382,0.0,0.01,-0.01,-0.36,0.14,0.15,6
2011_09_26_drive_0009_sync_0000000409,-0.01,0.01,-0.01,0.37,0.05,0.27,6
2011_09_26_drive_0009_sync_0000000191,0,-0.0,-0.0,0,0,-0.1,3
2011_09_26_drive_0009_sync_0000000125,-0.0,-0.01,0.01,-0.1,-0.04,0,5
2011_09_26_drive_0009_sync_0000000090,0,0,0.0,0,0,0,1
2011_09_26_drive_0009_sync_0000000288,0.01,0.0,-0.01,0.07,-0.29,-0.06,6
2011_09_26_drive_0009_sync_0000000017,0.01,0,0.0,0.33,0,-0.24,4
2011_09_26_drive_0009_sync_0000000291,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000148,-0.0,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000236,0,-0.0,-0.0,0,0,0.14,3
2011_09_26_drive_0009_sync_0000000144,-0.0,-0.01,0,-0.12,0,0,3
2011_09_26_drive_0009_sync_0000000384,-0.0,0,-0.0,-0.3,0.31,0,4
2011_09_26_drive_0009_sync_0000000290,0.0,0,0,0,0.29,0.36,3
2011_09_26_drive_0009_sync_0000000095,0,0.0,0,0.32,0,-0.34,3
2011_09_26_drive_0009_sync_0000000303,0,0,0,0,-0.07,0,1
2011_09_26_drive_0009_sync_0000000431,-0.01,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000261,-0.01,-0.0,0.01,-0.12,0.12,0.28,6
2011_09_26_drive_0009_sync_0000000272,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000126,0.01,-0.01,0,-0.08,-0.28,-0.19,5
2011_09_26_drive_0009_sync_0000000285,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000145,-0.01,0.0,0.0,-0.11,0.04,-0.02,6
2011_09_26_drive_0009_sync_0000000155,0,0,0,0,0.39,0,1
2011_09_26_drive_0009_sync_0000000113,0,0,0,-0.25,0,0,1
2011_09_26_drive_0009_sync_0000000092,0,0.01,0,0,0,-0.0,2
2011_09_26_drive_0009_sync_0000000313,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000346,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000404,0,0.0,0.01,-0.16,-0.01,0.06,5
2011_09_26_drive_0009_sync_0000000219,0.0,-0.0,0,-0.3,-0.36,-0.12,5
2011_09_26_drive_0009_sync_0000000376,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000410,-0.01,0.01,0.01,-0.31,0,0.01,5
2011_09_26_drive_0009_sync_0000000400,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000235,0.0,0,0,-0.23,-0.15,-0.42,4
2011_09_26_drive_0009_sync_0000000103,-0.0,0,0.01,-0.15,-0.1,-0.18,5
2011_09_26_drive_0009_sync_0000000204,0.0,0,0.0,-0.27,0,0,3
2011_09_26_drive_0009_sync_0000000052,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000197,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000374,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000157,0,0,0,-0.0,0,0,1
2011_09_26_drive_0009_sync_0000000137,0.01,0.01,0.0,-0.41,0.22,0,5
2011_09_26_drive_0009_sync_0000000352,0,-0.01,0,0.32,-0.13,0,3
2011_09_26_drive_0009_sync_0000000117,-0.01,-0.0,-0.0,0.41,-0.08,0,5
2011_09_26_drive_0009_sync_0000000142,0,0.01,0.0,-0.25,-0.34,0.08,5
2011_09_26_drive_0009_sync_0000000044,-0.01,0.0,-0.0,0,0.24,-0.38,5
2011_09_26_drive_0009_sync_0000000083,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000167,0,0.01,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000301,0,0.01,0.0,0,-0.31,0,3
2011_09_26_drive_0009_sync_0000000183,0.01,-0.0,0.0,-0.1,-0.18,0.35,6
2011_09_26_drive_0009_sync_0000000034,0,0.0,0,-0.08,0,0.43,3
2011_09_26_drive_0009_sync_0000000123,0,0,-0.0,0,0.39,0.37,3
2011_09_26_drive_0009_sync_0000000446,0.01,0.0,0.01,0,0.11,-0.41,5
2011_09_26_drive_0009_sync_0000000129,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000281,0,-0.0,0,-0.17,0,0,2
2011_09_26_drive_0009_sync_0000000049,0,0,-0.01,0,0,0,1
2011_09_26_drive_0009_sync_0000000199,0,0,0.0,0,0,0,1
2011_09_26_drive_0009_sync_0000000440,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000077,-0.01,0,0,0.17,0,-0.09,3
2011_09_26_drive_0009_sync_0000000233,0,0,0,0,-0.38,0,1
2011_09_26_drive_0009_sync_0000000314,-0.0,-0.0,-0.0,-0.07,-0.34,0.05,6
2011_09_26_drive_0009_sync_0000000054,0,0,0,0.07,0,0,1
2011_09_26_drive_0009_sync_0000000278,0.01,0,0,0,-0.3,0.06,3
2011_09_26_drive_0009_sync_0000000152,0.0,-0.0,-0.0,0.15,0,0,4
2011_09_26_drive_0009_sync_0000000296,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000370,-0.01,0.01,0.01,0.4,-0.22,0.17,6
2011_09_26_drive_0009_sync_0000000214,0,0,0.01,0,0,0,1
2011_09_26_drive_0009_sync_0000000445,0,0,0.0,-0.3,0.25,0,3
2011_09_26_drive_0009_sync_0000000230,0.0,0,0,0,-0.29,0,2
2011_09_26_drive_0009_sync_0000000130,0,-0.01,-0.0,0,-0.32,0,3
2011_09_26_drive_0009_sync_0000000016,-0.0,0,-0.01,0,0,-0.03,3
2011_09_26_drive_0009_sync_0000000375,0.0,0,0.0,0.43,0,0,3
2011_09_26_drive_0009_sync_0000000105,0.01,0.01,0.01,-0.06,0.36,0.16,6
2011_09_26_drive_0009_sync_0000000158,0,0.0,0,0,0.19,0,2
2011_09_26_drive_0009_sync_0000000243,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000406,0.01,-0.01,-0.01,-0.07,0.02,-0.17,6
2011_09_26_drive_0009_sync_0000000353,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000317,0.0,0.01,0.0,-0.24,-0.02,-0.06,6
2011_09_26_drive_0009_sync_0000000283,-0.01,0.0,-0.01,0.19,0.43,-0.29,6
2011_09_26_drive_0009_sync_0000000333,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000055,0.0,0.01,-0.01,0.12,0.01,0.07,6
2011_09_26_drive_0009_sync_0000000134,0,-0.01,0,0,0,0.21,2
2011_09_26_drive_0009_sync_0000000036,0,0,0,-0.11,0,0,1
2011_09_26_drive_0009_sync_0000000355,-0.01,0,0,0,0,0.36,2
2011_09_26_drive_0009_sync_0000000427,-0.0,-0.0,0.01,0.04,-0.36,-0.39,6
2011_09_26_drive_0009_sync_0000000369,0,-0.01,0.0,0,-0.4,0,3
2011_09_26_drive_0009_sync_0000000189,-0.0,0.0,-0.01,-0.02,-0.16,0.17,6
2011_09_26_drive_0009_sync_0000000390,-0.01,0.0,-0.01,0.4,0.02,0.09,6
2011_09_26_drive_0009_sync_0000000357,0,0,-0.0,0.25,-0.08,0.15,4
2011_09_26_drive_0009_sync_0000000066,0.0,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000443,0,0.01,0.01,0,0.02,0,3
2011_09_26_drive_0009_sync_0000000094,0,-0.0,0,-0.45,0.33,0,3
2011_09_26_drive_0009_sync_0000000388,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000193,0,0,0,0,0.04,0,1
2011_09_26_drive_0009_sync_0000000295,0,0,0,0.21,0.15,-0.26,3
2011_09_26_drive_0009_sync_0000000234,0.0,0,0.0,0.27,0,0.42,4
2011_09_26_drive_0009_sync_0000000035,-0.01,0,-0.0,0.35,0,0.2,4
2011_09_26_drive_0009_sync_0000000050,0,0,0,-0.34,0,0.25,2
2011_09_26_drive_0009_sync_0000000163,0.0,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000329,-0.0,0.0,0,0,0,0.44,3
2011_09_26_drive_0009_sync_0000000100,0,-0.0,0.0,0.3,0.41,0.06,5
2011_09_26_drive_0009_sync_0000000149,0,0,0,0,0.41,0,1
2011_09_26_drive_0009_sync_0000000258,0,-0.01,0.01,0.25,-0.29,-0.45,5
2011_09_26_drive_0009_sync_0000000229,0,0,0,-0.07,0,0.12,2
2011_09_26_drive_0009_sync_0000000256,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000356,0.01,0.0,0,-0.18,-0.41,0.07,5
2011_09_26_drive_0009_sync_0000000136,-0.01,0.0,0.0,-0.18,0.1,0.02,6
2011_09_26_drive_0009_sync_0000000391,0,-0.0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000438,-0.01,-0.01,-0.0,0.2,-0.01,-0.14,6
2011_09_26_drive_0009_sync_0000000041,0,0,0,0,0,0.38,1
2011_09_26_drive_0009_sync_0000000248,0,0,0,0.19,0,0,1
2011_09_26_drive_0009_sync_0000000141,0,-0.0,-0.01,0,0,0.03,3
2011_09_26_drive_0009_sync_0000000312,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000084,0.0,0.0,0.0,-0.22,0.27,0.43,6
2011_09_26_drive_0009_sync_0000000254,-0.01,0,-0.01,0,0,0,2
2011_09_26_drive_0009_sync_0000000190,0.0,-0.01,-0.01,0.42,-0.38,0,5
2011_09_26_drive_0009_sync_0000000161,0,-0.0,0,0.26,0.15,0.2,4
2011_09_26_drive_0009_sync_0000000383,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000344,0.0,0.0,0.01,-0.18,0.33,0.03,6
2011_09_26_drive_0009_sync_0000000239,0,0,0.01,0,0,0,1
2011_09_26_drive_0009_sync_0000000336,0,0,0,0,0.15,0.06,2
2011_09_26_drive_0009_sync_0000000398,0,0,0.01,0.09,0.17,-0.2,4
2011_09_26_drive_0009_sync_0000000196,0,-0.01,0,-0.0,0,0,2
2011_09_26_drive_0009_sync_0000000222,0,0,0,0.4,0,0,1
2011_09_26_drive_0009_sync_0000000307,0,-0.01,-0.01,0,-0.42,0.3,4
2011_09_26_drive_0009_sync_0000000245,-0.01,0,0,-0.14,0,0,2
2011_09_26_drive_0009_sync_0000000042,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000037,0,0.01,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000386,0,0,0,0.37,-0.02,0,2
2011_09_26_drive_0009_sync_0000000022,0,-0.0,-0.01,-0.3,-0.42,0.14,5
2011_09_26_drive_0009_sync_0000000351,0.01,-0.01,0,0.02,-0.01,-0.06,5
2011_09_26_drive_0009_sync_0000000108,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000365,-0.01,0,-0.0,0,0,0.04,3
2011_09_26_drive_0009_sync_0000000315,0,0.0,0,-0.29,-0.43,-0.09,4
2011_09_26_drive_0009_sync_0000000247,-0.0,0,-0.0,-0.25,0,-0.01,4
2011_09_26_drive_0009_sync_0000000298,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000170,-0.01,0,-0.0,0.03,0,-0.3,4
2011_09_26_drive_0009_sync_0000000015,-0.01,0,0,0.14,-0.26,0,3
2011_09_26_drive_0009_sync_0000000224,-0.01,0,0.01,0,0,0.26,3
2011_09_26_drive_0009_sync_0000000265,-0.01,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000216,0,0,0,-0.08,0,0.32,2
2011_09_26_drive_0009_sync_0000000110,0,-0.01,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000087,0,0,0.0,0,0,-0.08,2
2011_09_26_drive_0009_sync_0000000043,0,0.0,0,0,0.3,0,2
2011_09_26_drive_0009_sync_0000000367,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000237,0,0.01,0.01,0,0,0.22,3
2011_09_26_drive_0009_sync_0000000316,0,-0.01,0.01,-0.14,0.21,-0.31,5
2011_09_26_drive_0009_sync_0000000257,-0.01,0,0.01,-0.12,0.02,-0.22,5
2011_09_26_drive_0009_sync_0000000045,-0.0,0,-0.0,0.19,0.18,-0.1,5
2011_09_26_drive_0009_sync_0000000287,0.0,0,0,-0.41,0,0,2
2011_09_26_drive_0009_sync_0000000186,0,0,-0.01,0.39,0,0,2
2011_09_26_drive_0009_sync_0000000056,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000006,0.01,0.01,0,0,0,-0.18,3
2011_09_26_drive_0009_sync_0000000198,-0.0,0.0,-0.0,0,0.43,0,4
2011_09_26_drive_0009_sync_0000000339,-0.0,0.0,0.0,-0.17,-0.33,0,5
2011_09_26_drive_0009_sync_0000000213,0,0.01,0,0,0,-0.27,2
2011_09_26_drive_0009_sync_0000000263,0,-0.0,0.01,0,0,0,2
2011_09_26_drive_0009_sync_0000000341,-0.01,0.01,0.0,-0.03,0.3,0.12,6
2011_09_26_drive_0009_sync_0000000253,0,0.01,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000020,0,-0.01,-0.0,-0.01,-0.4,0,4
2011_09_26_drive_0009_sync_0000000389,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000207,-0.01,0.01,0,-0.31,-0.41,0,4
2011_09_26_drive_0009_sync_0000000133,0.01,0,0.01,-0.16,-0.42,0.15,5
2011_09_26_drive_0009_sync_0000000132,-0.01,0.01,0.0,0,-0.42,0,4
2011_09_26_drive_0009_sync_0000000122,0,0,-0.0,0,0,0,1
2011_09_26_drive_0009_sync_0000000038,0.0,0.01,0,0,0,0,2
2011_09_26_drive_0009_sync_0000000070,-0.01,0,0.01,0.3,0.17,0,4
2011_09_26_drive_0009_sync_0000000262,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000075,0,0.01,0,0,0,-0.07,2
2011_09_26_drive_0009_sync_0000000188,-0.0,0,-0.01,0.24,-0.35,0.44,5
2011_09_26_drive_0009_sync_0000000416,0,0,-0.0,-0.38,-0.13,0,3
2011_09_26_drive_0009_sync_0000000164,0,-0.01,-0.0,-0.15,-0.29,0.36,5
2011_09_26_drive_0009_sync_0000000264,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000299,0,-0.0,0,-0.13,0.42,0,3
2011_09_26_drive_0009_sync_0000000047,0,0,-0.01,0,0,0,1
2011_09_26_drive_0009_sync_0000000318,0,0.0,0.0,0,0,0.2,3
2011_09_26_drive_0009_sync_0000000065,0,0.01,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000242,-0.01,0,0.0,-0.15,0.2,0,4
2011_09_26_drive_0009_sync_0000000168,0,0,0,0,0.28,0.37,2
2011_09_26_drive_0009_sync_0000000232,-0.0,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000012,0,-0.01,-0.0,-0.34,0.03,0.35,5
2011_09_26_drive_0009_sync_0000000280,0,0,0,0,0,-0.38,1
2011_09_26_drive_0009_sync_0000000305,0.0,-0.01,0.0,0.31,-0.26,0.36,6
2011_09_26_drive_0009_sync_0000000071,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000013,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000194,0,-0.01,-0.01,-0.14,0.31,-0.41,5
2011_09_26_drive_0009_sync_0000000252,0.01,-0.01,-0.01,0,0.4,0.33,5
2011_09_26_drive_0009_sync_0000000162,0,0.0,0.01,0,0,0,2
2011_09_26_drive_0009_sync_0000000174,0,-0.0,0,-0.05,0,0.14,3
2011_09_26_drive_0009_sync_0000000379,0.01,-0.01,-0.0,0,0.26,0.07,5
2011_09_26_drive_0009_sync_0000000401,0,0,-0.01,0,0,0,1
2011_09_26_drive_0009_sync_0000000019,0.01,0,0,0.33,0.14,-0.11,4
2011_09_26_drive_0009_sync_0000000039,0.0,0,-0.0,-0.25,0,-0.18,4
2011_09_26_drive_0009_sync_0000000271,0,0,0,-0.26,0,0,1
2011_09_26_drive_0009_sync_0000000310,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000131,0,0.01,0,-0.07,0.26,-0.07,4
2011_09_26_drive_0009_sync_0000000417,-0.0,-0.0,-0.01,0,0,-0.07,4
2011_09_26_drive_0009_sync_0000000059,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000027,-0.0,-0.01,0,-0.3,0.42,-0.39,5
2011_09_26_drive_0009_sync_0000000104,0,0,0,-0.26,0,0,1
2011_09_26_drive_0009_sync_0000000169,-0.0,0,-0.0,0.28,-0.38,-0.25,5
2011_09_26_drive_0009_sync_0000000335,0.01,0,0.0,0.01,-0.4,0,4
2011_09_26_drive_0009_sync_0000000360,0.0,0,0.0,0.04,0.27,0.31,5
2011_09_26_drive_0009_sync_0000000151,-0.0,-0.0,-0.01,0,0,0,3
2011_09_26_drive_0009_sync_0000000392,-0.0,0.01,0,0,0,0,2
2011_09_26_drive_0009_sync_0000000393,-0.01,0.01,-0.01,0,0.39,-0.05,5
2011_09_26_drive_0009_sync_0000000082,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000364,0.0,0,0.01,-0.31,0.11,-0.41,5
2011_09_26_drive_0009_sync_0000000060,0.01,0.01,0,-0.28,0,0,3
2011_09_26_drive_0009_sync_0000000405,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000147,0,0,0.0,-0.09,-0.21,0.06,4
2011_09_26_drive_0009_sync_0000000182,0,0,0,0,0,-0.36,1
2011_09_26_drive_0009_sync_0000000249,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000304,0.01,0.0,0.0,0.21,0.23,-0.17,6
2011_09_26_drive_0009_sync_0000000402,-0.0,0,-0.01,-0.35,0.09,0,4
2011_09_26_drive_0009_sync_0000000086,-0.0,0,0,0.13,0.11,0.28,4
2011_09_26_drive_0009_sync_0000000411,0,0,0,0,0.38,0,1
2011_09_26_drive_0009_sync_0000000116,0.0,-0.0,-0.0,0.08,0.2,-0.17,6
2011_09_26_drive_0009_sync_0000000394,0,0.01,-0.0,-0.33,0,-0.26,4
2011_09_26_drive_0009_sync_0000000266,0,0,0.01,0,0,-0.35,2
2011_09_26_drive_0009_sync_0000000308,0,0,0.01,0,0,0.24,2
2011_09_26_drive_0009_sync_0000000267,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000381,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000007,0,0,-0.0,-0.42,0.29,0.32,4
2011_09_26_drive_0009_sync_0000000293,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000212,0.0,0.0,0,-0.2,0,-0.01,4
2011_09_26_drive_0009_sync_0000000102,-0.01,0,0,0,0.16,0,2
2011_09_26_drive_0009_sync_0000000319,0.01,0,0,-0.31,0,0,2
2011_09_26_drive_0009_sync_0000000372,-0.0,-0.01,0.01,-0.41,0,0,4
2011_09_26_drive_0009_sync_0000000444,0,0,-0.0,0,0,0,1
2011_09_26_drive_0009_sync_0000000327,0,-0.01,-0.0,0,0,0.42,3
2011_09_26_drive_0009_sync_0000000120,0.0,-0.01,0.0,0,0.03,-0.12,5
2011_09_26_drive_0009_sync_0000000172,-0.01,0.0,0,0,-0.34,-0.41,4
2011_09_26_drive_0009_sync_0000000433,0.01,0.01,-0.0,-0.11,-0.07,0.44,6
2011_09_26_drive_0009_sync_0000000011,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000088,0,0,0,0.21,0.22,0,2
2011_09_26_drive_0009_sync_0000000076,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000276,-0.0,0.0,0.01,0.01,0.34,-0.09,6
2011_09_26_drive_0009_sync_0000000175,0,0,-0.0,0,0,0,1
2011_09_26_drive_0009_sync_0000000192,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000093,0,-0.01,-0.0,0,0.15,0.02,4
2011_09_26_drive_0009_sync_0000000361,0,0,0,0.21,0,0,1
2011_09_26_drive_0009_sync_0000000062,0.0,0,0.01,-0.12,0.08,0.29,5
2011_09_26_drive_0009_sync_0000000363,0.01,0.0,-0.01,-0.23,0,0.19,5
2011_09_26_drive_0009_sync_0000000106,0,0,0,0,0.25,0,1
2011_09_26_drive_0009_sync_0000000080,0,0.0,0.0,-0.2,0,-0.26,4
2011_09_26_drive_0009_sync_0000000300,0.0,-0.01,0,0,-0.32,-0.13,4
2011_09_26_drive_0009_sync_0000000032,-0.01,-0.0,-0.0,0.08,0.09,-0.2,6
2011_09_26_drive_0009_sync_0000000026,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000359,-0.01,0.0,0,0.45,-0.24,-0.14,5
2011_09_26_drive_0009_sync_0000000023,0,-0.01,0.0,0,0,0,2
2011_09_26_drive_0009_sync_0000000091,-0.01,0.0,-0.0,0.17,-0.35,0.26,6
2011_09_26_drive_0009_sync_0000000377,-0.01,0,-0.01,0,-0.19,-0.15,4
2011_09_26_drive_0009_sync_0000000250,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000005,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000018,0.01,-0.0,0.01,0.25,0,0.15,5
2011_09_26_drive_0009_sync_0000000215,0,-0.01,0.01,-0.26,0.02,0,4
2011_09_26_drive_0009_sync_0000000209,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000422,0,0.01,-0.0,-0.27,0,0.19,4
2011_09_26_drive_0009_sync_0000000109,-0.0,0.01,0.01,0.32,-0.36,0,5
2011_09_26_drive_0009_sync_0000000260,0,0,0,0,-0.04,0,1
2011_09_26_drive_0009_sync_0000000154,0.01,-0.01,0,-0.12,0,-0.0,4
2011_09_26_drive_0009_sync_0000000437,-0.01,-0.0,-0.01,0.18,-0.43,0.22,6
2011_09_26_drive_0009_sync_0000000202,0,0,0.0,0,0,0,1
2011_09_26_drive_0009_sync_0000000436,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000238,0,0.0,0.0,-0.05,0.1,0,4
2011_09_26_drive_0009_sync_0000000320,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000101,-0.0,0.0,-0.01,0.42,0.4,0.05,6
2011_09_26_drive_0009_sync_0000000081,0,0,0,-0.05,0,-0.0,2
2011_09_26_drive_0009_sync_0000000306,0,-0.01,-0.01,0.22,0.32,-0.31,5
2011_09_26_drive_0009_sync_0000000073,-0.0,0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000274,0,0.0,-0.01,0,-0.43,0.26,4
2011_09_26_drive_0009_sync_0000000140,0,0,-0.01,-0.0,0,0,2
2011_09_26_drive_0009_sync_0000000354,0,0.0,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000098,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000439,-0.01,0,0,-0.04,-0.24,0,3
2011_09_26_drive_0009_sync_0000000294,0,0,0.01,0,0,-0.32,2
2011_09_26_drive_0009_sync_0000000251,0,0,0,0,0.37,0,1
2011_09_26_drive_0009_sync_0000000311,0,-0.01,0,0,0,0,1
2011_09_26_drive_0009_sync_0000000171,0,0,0,0,0,-0.32,1
2011_09_26_drive_0009_sync_0000000368,0,0,0.0,-0.1,0,-0.42,3
2011_09_26_drive_0009_sync_0000000184,0,0,0,0,0,0,0
2011_09_26_drive_0009_sync_0000000085,-0.01,-0.0,-0.0,-0.05,0.3,0.34,6
2011_09_26_drive_0009_sync_0000000051,-0.0,-0.0,-0.0,-0.34,-0.28,0.4,6
2011_09_26_drive_0009_sync_0000000378,-0.0,0,0,0.26,0,0,2
2011_09_26_drive_0009_sync_0000000068,0,-0.0,0,0,0,-0.3,2
2011_09_26_drive_0009_sync_0000000206,0.0,-0.01,-0.0,-0.08,-0.27,-0.28,6
2011_09_26_drive_0009_sync_0000000275,-0.0,0.01,0,-0.34,0.24,-0.16,5
2011_09_26_drive_0009_sync_0000000025,0,-0.0,-0.0,0,0.09,0.43,4
